#
#  optical properties from jena for periclase (MgO - Magnesium Oxide)
#     give by private communication not reported data
#     obtained by communication with Ciska Markwick-Kemper <F.Markwick-Kemper@manchester.ac.uk>
#
#
#     
     0.20000    1.273000    0.893300
     0.25000    1.609000    0.840500
     0.30000    1.778000    0.715167
     0.35000    1.867570    0.611946
     0.40000    1.920000    0.522600
     0.45000    1.942000    0.448979
     0.50000    1.947000    0.397200
     0.60000    1.960000    0.335669
     0.70000    1.950000    0.285387
     0.80000    1.936000    0.267200
     0.90000    1.927000    0.265966
     1.00000    1.924000    0.275300
     1.20000    1.947260    0.304535
     1.40000    1.997050    0.325592
     1.60000    2.053090    0.324732
     1.80000    2.099770    0.307348
     2.00000    2.133000    0.283100
     2.50000    2.173000    0.227200
     3.00000    2.184000    0.186102
     3.50000    2.183000    0.157429
     4.00000    2.176000    0.136900
     4.50000    2.165110    0.121812
     5.00000    2.151000    0.110400
     6.00000    2.116010    0.095154
     7.00000    2.070160    0.086820
     8.00000    2.014030    0.083668
      8.35510      1.45434    0.0156900
      8.38934      1.45420    0.0188700
      8.42387      1.44716    0.0134300
      8.45868      1.44624    0.0229000
      8.49378      1.44545    0.0150900
      8.52917      1.44097    0.0199900
      8.56485      1.43658    0.0148800
      8.60084      1.43342    0.0231100
      8.63713      1.43173    0.0171100
      8.67373      1.42743    0.0247800
      8.71064      1.42801    0.0203100
      8.74786      1.42609    0.0236300
      8.78541      1.42130    0.0155000
      8.82328      1.41514    0.0237200
      8.86147      1.41379    0.0197300
      8.90000      1.41167    0.0262900
      8.93886      1.40856    0.0179700
      8.97807      1.40397    0.0297300
      9.01762      1.41129    0.0181200
      9.05752      1.39672    0.0179400
      9.09778      1.39628    0.0186900
      9.13839      1.38946    0.0179600
      9.17937      1.38398    0.0196800
      9.22072      1.38445    0.0215400
      9.26244      1.37571    0.0153800
      9.30455      1.37175    0.0232300
      9.34703      1.36690    0.0186400
      9.38991      1.36480    0.0265700
      9.43318      1.36193    0.0178400
      9.47685      1.35530    0.0244000
      9.52093      1.35208    0.0181000
      9.56542      1.34572    0.0250100
      9.61033      1.34416    0.0180200
      9.65566      1.33477    0.0219700
      9.70142      1.33056    0.0200100
      9.74762      1.32649    0.0237800
      9.79426      1.31798    0.0174500
      9.84135      1.31126    0.0290700
      9.88889      1.31291    0.0228800
      9.93689      1.30377    0.0248000
      9.98537      1.29855    0.0226000
      10.0343      1.29412    0.0262300
      10.0837      1.28601    0.0196500
      10.1337      1.27838    0.0275400
      10.1841      1.27324    0.0231500
      10.2350      1.26833    0.0303100
      10.2864      1.26372    0.0204000
      10.3384      1.25115    0.0273200
      10.3909      1.24885    0.0249000
      10.4439      1.24041    0.0251700
      10.4974      1.22885    0.0233900
      10.5515      1.22589    0.0302500
