#     
#   optical property data for Periclase (MgO - Magnesium Oxide)  
#    properties from Hofmeister et al. (2003, MNRAS 345, 16)
#      with connection material from 0.2-2micron given by Henning et al. 1995
#      using properties of Mg_(0.6)Fe_(0.4)O
#      recieved from private communication with Ciska Markwick-Kemper <F.Markwick-Kemper@manchester.ac.uk>
#     wave           n            k
      0.20000      1.273000     0.893300
      0.25000      1.609000     0.840500
      0.30000      1.778000     0.715167
      0.35000      1.867570     0.611946
      0.40000      1.920000     0.522600
      0.45000      1.942000     0.448979
      0.50000      1.947000     0.397200
      0.60000      1.960000     0.335669
      0.70000      1.950000     0.285387
      0.80000      1.936000     0.267200
      0.90000      1.927000     0.265966
      1.00000      1.924000     0.275300
      1.20000      1.947260     0.304535
      1.40000      1.997050     0.325592
      1.60000      2.053090     0.324732
      1.80000      2.099770     0.307348
      2.00000      2.133000     0.283100
      2.50000      1.71580      0.00000
      2.50063      1.71580      0.00000
      2.50125      1.71570      0.00000
      2.50188      1.71570      0.00000
      2.50250      1.71570      0.00000
      2.50313      1.71570      0.00000
      2.50376      1.71570      0.00000
      2.50438      1.71570      0.00000
      2.50501      1.71570      0.00000
      2.50564      1.71570      0.00000
      2.50627      1.71570      0.00000
      2.50689      1.71560      0.00000
      2.50752      1.71560      0.00000
      2.50815      1.71560      0.00000
      2.50878      1.71560      0.00000
      2.50941      1.71560      0.00000
      2.51004      1.71560      0.00000
      2.51067      1.71560      0.00000
      2.51130      1.71560      0.00000
      2.51193      1.71560      0.00000
      2.51256      1.71560      0.00000
      2.51319      1.71550      0.00000
      2.51383      1.71550      0.00000
      2.51446      1.71550      0.00000
      2.51509      1.71550      0.00000
      2.51572      1.71550      0.00000
      2.51636      1.71550      0.00000
      2.51699      1.71550      0.00000
      2.51762      1.71550      0.00000
      2.51826      1.71550      0.00000
      2.51889      1.71550      0.00000
      2.51953      1.71540      0.00000
      2.52016      1.71540      0.00000
      2.52080      1.71540      0.00000
      2.52143      1.71540      0.00000
      2.52207      1.71540      0.00000
      2.52270      1.71540      0.00000
      2.52334      1.71540      0.00000
      2.52398      1.71540      0.00000
      2.52462      1.71540      0.00000
      2.52525      1.71530      0.00000
      2.52589      1.71530      0.00000
      2.52653      1.71530      0.00000
      2.52717      1.71530      0.00000
      2.52781      1.71530      0.00000
      2.52845      1.71530      0.00000
      2.52908      1.71530      0.00000
      2.52972      1.71530      0.00000
      2.53036      1.71530      0.00000
      2.53100      1.71530      0.00000
      2.53165      1.71520      0.00000
      2.53229      1.71520      0.00000
      2.53293      1.71520      0.00000
      2.53357      1.71520      0.00000
      2.53421      1.71520      0.00000
      2.53485      1.71520      0.00000
      2.53550      1.71520      0.00000
      2.53614      1.71520      0.00000
      2.53678      1.71520      0.00000
